Charge Description,Charge Price,$0 Charge Type,Per Minute Rate
THRMBC ARTL/VEN GRF OTH/THN HEMO GRF/FSTL                                       ,"$2,715.00 ",,
THRMBC DIR/W/CATH AXILL&SUBCLAVIAN VEIN ARM IN                                  ,"$1,605.00 ",,
THRMBC DIR/W/CATH V/C ILIAC FEMPOP VEIN LEG INC                                 ,"$1,846.00 ",,
THRMBC OPN ARVEN FSTL W/O REVJ DIAL GRF                                         ,"$9,810.00 ",,
THROMBIN TIME PLASMA                                                            ,$67.00 ,,
THROMBOLYSIS ART/VENOUS INFSN W/IMAGE SUBSQ TX                                  ,"$1,927.00 ",,
THROMBOLYSIS ARTERIAL INFUSION ICRA RS&I INIT TX                                ,"$1,927.00 ",,
THROMBOLYSIS CEREBRAL IV INFUSION                                               ,"$1,559.00 ",,
THROMBOLYSIS CORONARY INTRAVENOUS INFUSION                                      ,"$1,342.00 ",,
THROMBOLYSIS VENOUS INFUSION W/IMAGING INIT TX                                  ,"$1,927.00 ",,
THROMBOPLASTIN INHIBITION TISSUE                                                ,$40.00 ,,
THROMBOPLASTIN TIME PARTIAL PLASMA/WHOLE BLOOD                                  ,$61.00 ,,
THROMBOPLASTIN TIME PRTL SUBSTIT PLASMA FRCTJ EA                                ,$131.00 ,,
THYROGLOBULIN ANTIBODY                                                          ,$146.00 ,,
THYROID CARCINOMA METASTASES IMG ADDL STUDY                                     ,"$1,570.00 ",,
THYROID CARCINOMA METASTASES IMG WHOLE BODY                                     ,"$1,989.00 ",,
THYROID CARCINOMA METASTASES UPTAKE                                             ,$241.00 ,,
THYROID HORM UPTK/THYROID HORMONE BINDING RATIO                                 ,$47.00 ,,
THYROID IMAGING WITH VASCULAR FLOW                                              ,$541.00 ,,
THYROID STIMULATING IMMUNE GLOBULINS TSI                                        ,$248.00 ,,
THYROID UPTAKE SINGLE/MULTIPLE QUANT MEASUREMENT                                ,$415.00 ,,
THYROID UPTAKE W/BLOOD FLOW SNGLE/MULT QUAN MEAS                                ,$842.00 ,,
"TIGECYCLINE INJ, PER 1 MG",$0.00 ,Invoice-based charges,
TISS CUL NEO DISORDERS BONE MARROW BLOOD CELLS                                  ,$352.00 ,,
TISS CUL NEO DISORDERS SOLID TUMOR                                              ,"$1,300.00 ",,
TISS CUL NON-NEO DISORDERS AMNIOTIC/CHORNC CELLS                                ,$774.00 ,,
TISS CUL NON-NEO DISORDERS LYMPHOCYTE                                           ,$305.00 ,,
TISS CUL NON-NEO DISORDERS SKN/OTH SOLID TISS BX                                ,$774.00 ,,
TISS KOH SLIDE SAMPS SKN/HR/NLS FNGI/ECTOPARASIT                                ,$42.00 ,,
"TISSUE MARKER, IMPLANTABLE, ANY TYPE, EACH                                      ",$161.00 ,,
TOBACCO USE CESSATION INTENSIVE >10 MINUTES                                     ,$198.00 ,,
TOBACCO USE CESSATION INTERMEDIATE 3-10 MINUTES                                 ,$198.00 ,,
TOBRAMYCIN INJ 80MG,$0.00 ,Invoice-based charges,
"TOCILIZUMAB INJ, 1MG",$0.00 ,Invoice-based charges,
TORSEMIDE INJ,$0.00 ,Invoice-based charges,
TOT DISC ARTHRP ART DISC ANT APPRO 1 NTRSPC CRV                                 ,"$5,029.00 ",,
TOTAL JOINT SURGICAL SUPPLIES,$0.00 ,Invoice-based charges,
TOTAL LUNG LAVAGE UNILATERAL                                                    ,$603.00 ,,
TRABECULOPLASTY BY LASER SURGERY                                                ,$478.00 ,,
TRACHEOBRNCHSC THRU EST TRACHS INC                                              ,"$2,358.00 ",,
"TRACHEOESOPHAGEAL PUNCTURE DILATOR, REPLACEMENT ONLY, E                         ",$124.00 ,,
"TRACHEO-ESOPHAGEAL VOICE PROSTHESIS, INSERTED BY A LICE                         ",$225.00 ,,
TRACHEOSTOMA REVJ SMPL W/O FLAP ROTATION                                        ,"$2,726.00 ",,
TRACHEOSTOMY EMERGENCY CRICOTHYROID MEMBRANE                                    ,"$1,101.00 ",,
TRACHEOSTOMY EMERGENCY PROCEDURE TRANSTRACHEAL                                  ,$525.00 ,,
TRACHEOSTOMY PLANNED SEPARATE PROCEDURE                                         ,"$1,248.00 ",,
TRACHEOSTOMY SPEAKING VALVE                                                     ,$537.00 ,,
"TRACHEOSTOMY/LARYNGECTOMY TUBE, NON-CUFFED, POLYVINYLCH                         ",$761.00 ,,
TRACHEOTOMY TUBE CHANGE PRIOR TO FISTULA TRACT                                  ,$546.00 ,,
TRANSABDOMINAL AMNIOINFUSION W/ULTRSND GUIDANCE                                 ,"$2,084.00 ",,
TRANSCATHETER BIOPSY                                                            ,$771.00 ,,
TRANSCATHETER BIOPSY RS&I                                                       ,"$2,491.00 ",,
TRANSCATHETER EMBOLIZATION ANY METH RS&I                                        ,"$4,047.00 ",,
TRANSCERV FALLOPIAN TUBE CATH W/WO HYSTOSALPING                                 ,"$1,927.00 ",,
TRANSCRANIAL DOPPLER INTRACRAN ART VASOREAC STDY                                ,$454.00 ,,
TRANSCRANIAL DOPPLER STDY INTRACRANIAL ART COMPL                                ,$813.00 ,,
TRANSCRANIAL DOPPLER STDY INTRACRANIAL ART LMTD                                 ,$724.00 ,,
TRANSFERASE ALANINE AMINO ALT SGPT                                              ,$53.00 ,,
TRANSFERASE ASPARTATE AMINO AST SGOT                                            ,$46.00 ,,
TRANSFUSION BLOOD/BLOOD COMPONENTS                                              ,"$1,369.00 ",,
TRANSFUSION INTRAUTERINE FETAL                                                  ,$537.00 ,,
TRANSITIONAL CARE MANAGE SRVC 14 DAY DISCHARGE                                  ,$383.00 ,,
TRANSITIONAL CARE MANAGE SRVC 7 DAY DISCHARGE                                   ,$383.00 ,,
TRANSPLANT SURGICAL SUPPLIES,$0.00 ,Invoice-based charges,
TRANSTELEPHONIC RHYTHM STRIP PACEMAKER EVAL                                     ,$124.00 ,,
"TRANSTHORACIC ECHOCARDIOGRAPHY WITH CONTRAST, OR WITHOU                         ","$2,721.00 ",,
"TRANSTHORACIC ECHOCARDIOGRAPHY WITH CONTRAST, OR WITHOU                         ","$1,545.00 ",,
"TRANSTHORACIC ECHOCARDIOGRAPHY, WITH CONTRAST, OR WITHO                         ","$3,041.00 ",,
"TRASTUZUMAB, 10 MG",$0.00 ,Invoice-based charges,
TRAUMA RESPONSE TEAM ASSOCIATED WITH HOSPITAL CRITICAL                          ,$590.00 ,,
TREATMENT CLOSED ELBOW DISLOCATION REQ ANES                                     ,$974.00 ,,
TREATMENT CLOSED ELBOW DISLOCATION W/O ANES                                     ,"$2,358.00 ",,
TREATMENT EXTENSIVE RETINOPATHY PHOTOCOAGULATION                                ,"$1,624.00 ",,
"TRIAMCINOLON ACETON.,PER 10 MG",$0.00 ,Invoice-based charges,
TRIIODOTHYRONINE T3 REVERSE                                                     ,$68.00 ,,
"TRIMETHOBENZAMIDE HCL, 250MG,O",$0.00 ,Invoice-based charges,
TRIMETHOBENZAMIDE INJ 200MG,$0.00 ,Invoice-based charges,
TRIMMING NONDYSTROPHIC NAILS ANY NUMBER                                         ,$530.00 ,,
"TRIMMING OF DYSTROPHIC NAILS, ANY NUMBER                                        ",$256.00 ,,
TRLML BALO ANGIOP OPEN/PERQ IMG S&I 1ST ART                                     ,"$7,730.00 ",,
TRLML BALO ANGIOP OPEN/PERQ IMG S&I EA ADDL ART                                 ,"$7,730.00 ",,
TRLML BALO ANGIOP OPEN/PERQ W/IMG S&I 1ST VEIN                                  ,"$4,839.00 ",,
TRLML BALO ANGIOP OPEN/PERQ W/IMG S&I ADDL VEIN                                 ,"$4,839.00 ",,
TRLUML BALO ANGIOP CTR DIALYSIS SEG W/IMG S&I                                   ,"$4,331.00 ",,
TRLUML PERIPH ATHRC W/RS&I ABDOM AORTA                                          ,"$23,014.00 ",,
TRLUML PERIPH ATHRC W/RS&I BRCHIOCPHL EA VSL                                    ,"$23,014.00 ",,
TRLUML PERIPHERAL ATHERECTOMY ILIAC ARTERY EA                                   ,"$23,014.00 ",,
TRLUML PERIPHERAL ATHERECTOMY RENAL ARTERY EA                                   ,"$23,014.00 ",,
TRLUML PERIPHERAL ATHERECTOMY VISCERAL ARTERY EA                                ,"$23,014.00 ",,
TRNSP PREP HMATOP PROG THAW PREV HRV WSH PER DNR                                ,$192.00 ,,
TRNSPL PREP HEMATOP PROGEN THAW PREV HRV PER DNR                                ,$171.00 ,,
TRNSPL PREPJ HEMATOP PROGEN CELLS CRYOPRSRV STOR                                ,"$3,107.00 ",,
TRNSPL PREPJ HEMATOP PROGEN CONCENTRATION PLSM                                  ,$267.00 ,,
TRNSPL PREPJ HEMATOP PROGEN PLSM VOL DEPLJ                                      ,$162.00 ,,
TRNSPL PREPJ HEMATOP PROGEN RED BLD CELL RMVL                                   ,$420.00 ,,
TSTG ANS FUNCJ CARDIOVAGAL INNERVAJ PARASYMP                                    ,$369.00 ,,
TSTG ANS FUNCJ PARASYMP&SYMP W/5 MIN PASIVE TILT                                ,$174.00 ,,
TSTG ANS FUNCJ VASOMOTOR ADRENERGIC INNERVAJ                                    ,$614.00 ,,
TTRACH INTRO NDL WIRE DIL/STENT/TUBE O2 THER                                    ,$492.00 ,,
TUBE PERICARDIOSTOMY                                                            ,"$7,584.00 ",,
TUBE THORACOSTOMY INCLUDES WATER SEAL                                           ,$401.00 ,,
TUBE/NEEDLE CATH JEJUNOSTOMY ANY METHOD                                         ,"$1,919.00 ",,
TX DEVICES DESIGN & CONSTRUCTION COMPLEX                                        ,$680.00 ,,
TX DEVICES DESIGN & CONSTRUCTION INTERMEDIATE                                   ,$533.00 ,,
TX DEVICES DESIGN & CONSTRUCTION SIMPLE                                         ,$535.00 ,,
TX INCOMPLETE ABORTION ANY TRIMESTER SURGICAL                                   ,"$6,446.00 ",,
TX MISSED ABORTION FIRST TRIMESTER SURGICAL                                     ,"$7,337.00 ",,
TX OPEN TENDON FLEXOR TOE 1 TENDON SPX                                          ,"$2,692.00 ",,
TX OPN TENDON FLEXOR FOOT SINGLE/MULT TENDON SPX                                ,"$2,692.00 ",,
TX SPEECH LANG VOICE COMMJ &/AUDITORY PROC IND                                  ,$711.00 ,,
TX SPEECH LANGUAGE VOICE COMMJ AUDITRY 2/>INDIV                                 ,$193.00 ,,
TX SPONTAN HIP DISLC ABDCT SPLNT/TRCJ W/O ANES                                  ,"$5,213.00 ",,
TX SUPERFICIAL WOUND DEHISCENCE SIMPLE CLOSURE                                  ,"$1,680.00 ",,
TX SUPERFICIAL WOUND DEHISCENCE W/PACKING                                       ,"$1,680.00 ",,
TX SWALLOWING DYSFUNCTION&/ORAL FUNCJ FEEDING                                   ,$383.00 ,,
TX TARSAL BONE FX XCP TALUS&CALCN W/MANJ                                        ,"$2,358.00 ",,
TX TARSAL BONE FX XCP TALUS&CALCN W/O MANJ                                      ,"$2,002.00 ",,
TYMPANOMETRY                                                                    ,$130.00 ,,
TYMPANOSTOMY LOCAL/TOPICAL ANESTHESIA                                           ,"$2,358.00 ",,
TYPHOID VACCINE LIVE ORAL                                                       ,$108.52 ,,
TYPHOID VACCINE VI CAPSULAR POLYSACCHARIDE IM                                   ,$351.35 ,,
ULTRASONIC GUIDANCE INTRAOPERATIVE                                              ,$996.00 ,,
ULTRASOUND SPINAL CANAL & CONTENTS                                              ,$386.00 ,,
UNCLASSIFIED DRUGS                                                              ,$26.78 ,,
UNLIS NEUROLOGICAL/NEUROMUSCULAR DX PX                                          ,$145.00 ,,
UNLIS PX THER RADIOL CLINICAL TX PLANNING                                       ,$407.00 ,,
UNLIST MODALITY SPEC TYPE&TIME CONSTANT ATTEND                                  ,$110.00 ,,
UNLISTED CARDIAC SURGERY                                                        ,"$1,395.00 ",,
UNLISTED CARDIOVASCULAR SERVICE/PROCEDURE                                       ,"$6,208.00 ",,
UNLISTED CHEMISTRY PROCEDURE                                                    ,"$4,000.00 ",,
UNLISTED COMPUTED TOMOGRAPHY PROCEDURE                                          ,$356.00 ,,
UNLISTED DIAGNOSTIC GASTROENTEROLOGY PROCEDURE                                  ,$722.00 ,,
UNLISTED DIAGNOSTIC RADIOGRAPHIC PROCEDURE                                      ,$452.00 ,,
UNLISTED FETAL INVASIVE PX W/ULTRASOUND                                         ,"$2,084.00 ",,
UNLISTED FLUOROSCOPIC PROCEDURE                                                 ,"$2,525.00 ",,
UNLISTED IMMUNOLOGY                                                             ,$200.00 ,,
UNLISTED LAPAROSCOPY PX LYMPHATIC SYSTEM                                        ,"$12,579.00 ",,
UNLISTED MAGNETIC RESONANCE PROCEDURE                                           ,"$1,745.00 ",,
UNLISTED MICROBIOLOGY                                                           ,$36.00 ,,
UNLISTED MISCELLANEOUS PX DX NUCLEAR MEDICINE                                   ,$420.00 ,,
UNLISTED MOLELCULAR PATHOLOGY PROCEDURE                                         ,"$7,862.00 ",,
UNLISTED NONINVASIVE VASCULAR DIAGNOSTIC STUDY                                  ,$68.00 ,,
UNLISTED OPHTHALMOLOGICAL SERVICE/PROCEDURE                                     ,$423.00 ,,
UNLISTED OTORHINOLARYNGOLOGICAL SERVICE                                         ,$32.00 ,,
UNLISTED PREVENTIVE MEDICINE SERVICE                                            ,$128.00 ,,
UNLISTED PROCEDURE ABDOMEN PERITONEUM & OMENTUM                                 ,"$6,994.00 ",,
UNLISTED PROCEDURE ANUS                                                         ,"$1,409.00 ",,
UNLISTED PROCEDURE BILIARY TRACT                                                ,$760.00 ,,
UNLISTED PROCEDURE BREAST                                                       ,"$7,584.00 ",,
UNLISTED PROCEDURE CASTING/STRAPPING                                            ,$522.00 ,,
UNLISTED PROCEDURE ENDOCRINE SYSTEM                                             ,"$1,323.00 ",,
UNLISTED PROCEDURE ESOPHAGUS                                                    ,"$4,650.00 ",,
UNLISTED PROCEDURE FEMUR/KNEE                                                   ,$518.00 ,,
UNLISTED PROCEDURE FOOT/TOES                                                    ,$518.00 ,,
UNLISTED PROCEDURE HANDS/FINGERS                                                ,$381.00 ,,
UNLISTED PROCEDURE HEMIC OR LYMPHATIC SYSTEM                                    ,$203.00 ,,
UNLISTED PROCEDURE HUMERUS/ELBOW                                                ,$518.00 ,,
UNLISTED PROCEDURE LIVER                                                        ,"$1,159.00 ",,
UNLISTED PROCEDURE LUNGS & PLEURA                                               ,"$1,395.00 ",,
UNLISTED PROCEDURE MATERNITY CARE & DELIVERY                                    ,"$1,272.00 ",,
UNLISTED PROCEDURE MEDIASTINUM                                                  ,$803.00 ,,
UNLISTED PROCEDURE MUSCSKELETAL SYSTEM GENERAL                                  ,"$7,907.00 ",,
UNLISTED PROCEDURE NECK/THORAX                                                  ,$546.00 ,,
UNLISTED PROCEDURE NERVOUS SYSTEM                                               ,$546.00 ,,
UNLISTED PROCEDURE PALATE UVULA                                                 ,$546.00 ,,
UNLISTED PROCEDURE PANCREAS                                                     ,$803.00 ,,
UNLISTED PROCEDURE RECTUM                                                       ,$696.00 ,,
UNLISTED PROCEDURE SHOULDER                                                     ,$468.00 ,,
UNLISTED PROCEDURE SMALL INTESTINE                                              ,$870.00 ,,
UNLISTED PROCEDURE SPINE                                                        ,"$3,315.00 ",,
UNLISTED PROCEDURE STOMACH                                                      ,"$2,358.00 ",,
UNLISTED PROCEDURE TRACHEA BRONCHI                                              ,"$1,927.00 ",,
UNLISTED PROCEDURE URINARY SYSTEM                                               ,"$1,323.00 ",,
UNLISTED PROCEDURE VASCULAR INJECTION                                           ,"$2,358.00 ",,
UNLISTED PROCEDURE VASCULAR SURGERY                                             ,"$6,500.00 ",,
UNLISTED PSYCHIATRIC SERVICE/PROCEDURE                                          ,$49.00 ,,
UNLISTED PULMONARY SERVICE/PROCEDURE                                            ,$579.00 ,,
UNLISTED PX ABDOMEN MUSCULOSKELETAL SYSTEM                                      ,"$7,907.00 ",,
UNLISTED PX FEMALE GENITAL SYSTEM NONOBSTETRICAL                                ,$964.00 ,,
UNLISTED PX SKIN MUC MEMBRANE & SUBQ TISSUE                                     ,$518.00 ,,
UNLISTED THERAPEUTIC PROPH/DX IV/IA NJX/NFS                                     ,$169.00 ,,
UNLISTED US PROCEDURE                                                           ,$861.00 ,,
UNSCHEDULED OR EMERGENCY DIALYSIS TREATMENT FOR AN ESRD                         ,$581.00 ,,
UPG PACEMAKER SYS CONVERT 1CHMBR SYS 2CHMBR SYS                                 ,"$3,380.00 ",,
UREA BREATH TEST C-14 ISOTOPIC ACQUISJ ANALYSIS                                 ,$271.00 ,,
UREA BREATH TEST C-14 ISOTOPIC ANALYSIS                                         ,$361.00 ,,
URETERAL EMBOLIZATION/OCCLUSION W/IMG GID RS&I                                  ,"$6,655.00 ",,
URETHROCYSTOGRAPHY RETROGRADE RS&I                                              ,$537.00 ,,
URETHROCYSTOGRAPHY VOIDING RS&I                                                 ,$424.00 ,,
URINALYSIS MICROSCOPIC ONLY                                                     ,$19.00 ,,
"URINARY DRAINAGE BAG, LEG OR ABDOMEN, VINYL, WITH OR WI                         ",$13.00 ,,
