MASSACHUSETTS GENERAL HOSPITAL STANDARD CHARGES,,
Charges Effective: Oct-2018 (subject to change),,
* I.C. charges - prices vary based on individual consideration,,
Charge Code,Description,Charge
27000634,HC DERMATRIX 240 SQ CM T3,"$21,795.00"
27000633,HC DERMATRIX 21 SQ CM T1,"$2,500.75"
27000632,HC DERMATRIX 2 SQ CM T1,$476.00
27000631,HC DERMATRIX 192 SQ CM T3,"$17,550.00"
27000630,HC DERMATRIX 128 SQ CM T3,"$11,945.00"
27000629,HC DERMATRIX 10 SQ CM T1,"$1,055.25"
27000628,HC DERMATRIX 1 SQ CM T1,$276.50
27000627,HC ALLODERM PER SQ CM T1,$91.00
27000626,HC ALLODERM 96 SQ CM T3,"$7,000.00"
27000625,HC ALLODERM 8 SQ CM T1,$877.35
27000624,HC ALLODERM 64 SQ CM T3,"$4,785.00"
27000623,HC ALLODERM 64 SQ CM T2,"$5,124.00"
27000622,HC ALLODERM 50 SQ CM T2,"$4,140.00"
27000621,HC ALLODERM 50 SQ CM T1,"$1,417.50"
27000620,HC ALLODERM 48 SQ CM T1,"$2,348.50"
27000619,HC ALLODERM 4 SQ CM T1,$808.50
27000618,HC ALLODERM 320 SQ CM T3,$72.34
27000617,HC ALLODERM 28 SQ CM T1,"$1,480.08"
27000616,HC ALLODERM 21 SQ CM T1,"$1,998.50"
27000615,HC ALLODERM 2 SQ CM T1,$483.00
27000614,HC ALLODERM 144 SQ CM T3,"$10,727.50"
27000613,HC ALLODERM 128 SQ CM T3,"$8,563.40"
27000612,HC ALLODERM 12 SQ CM T1,"$1,113.00"
27000610,HC INTEGRA MATRIX 516 SQ CM T3,"$9,703.95"
27000609,HC INTEGRA MATRIX 26 SQ CM T3,"$12,816.55"
27000608,HC INTEGRA MATRIX 26 SQ CM T1,"$4,485.81"
27000607,HC INTEGRA MATRIX 258 SQ CM T3,"$6,986.85"
27000606,HC INTEGRA MATRIX 129 SQ CM T3,"$23,069.80"
27000604,HC GRAFTJACKET 8 SQ CM T1,"$2,863.00"
27000603,HC GRAFTJACKET 32 SQ CM T3,"$5,110.00"
27000602,HC GRAFTJACKET 25 SQ CM T1,"$3,937.50"
27000601,HC GRAFTJACKET 21 SQ CM T3,"$6,412.50"
27000600,HC GRAFTJACKET 16  SQ CM T1,"$3,570.00"
27000598,HC INTEGRA DERMAL REGEN TEMPLATE 516 SQ CM T3,"$9,703.95"
27000597,HC INTEGRA DERMAL REGEN TEMPLATE 26 SQ CM T3,"$12,816.55"
27000596,"HC INTEGRA BILAYER MATRIX WOUND DRESS 4""X 10"" (258 SQ CM)",$47.88
27000595,HC INTEGRA DERMAL REGEN TEMPLATE 129 SQ CM T3,"$23,069.80"
27000594,HC INTEGRA BILAYER MATRIX WOUND DRESSING PER SQ CM T1,I.C.
27000592,HC APLIGRAF 8 SQ CM T2,"$5,112.00"
27000591,HC SKIN SUBSTITUTE NOS,"$5,578.13"
27000590,HC CAST SUPPLY SHORT LEG PEDS T1,$350.00
27000589,HC CAST SUPPLY SHORT LEG ADULT T1,$400.00
27000588,HC BRACHY RADIOELEMENT ANY EA T1,I.C.
27000587,HC TRAVEL CASE #1260,$560.00
27000586,HC HEARTWR SHOWER BAG,"$1,050.00"
27000585,HC VAD FILTERS,$98.00
27000584,HC VAD BELT,$371.00
27000583,HC HOLSTER E/P VAD REPLACE ONLY T1,"$1,382.50"
27000582,HC 14 VOLT LI BATT CLIP SET 2865,"$3,850.00"
27000581,HC 14 VOLT LI-ION BATTERY SET2465,"$6,250.00"
27000580,HC VAD POWER BASE UNIT,"$31,250.00"
27000579,HC PUMP HAND EMERGENCY VAD T3,"$134,833.33"
27000578,HC VAD EMERGENCY HAND PUMP,$875.00
27000577,HC VAD CABLE EPP,$683.00
27000576,HC VAD EMERGENCY POWER,"$2,975.00"
27000575,HC VAD PBU,"$31,250.00"
27000574,HC LEADS VAD REPLACEMENT T1,$997.50
27000573,HC VAD CABLE MONITOR,$875.00
27000572,HC VAD DISPLAY,"$7,000.00"
27000571,HC VAD CONTROLLER,"$8,750.00"
27000570,HC MICROPROCESSOR USED W/VAD T1,"$11,250.00"
27000569,HC TLCII PLUS PVAD DRVR PACK#1007,I.C.
27000568,HC GRAFT VASCULAR SYNTHETIC T3,"$6,002.08"
27000567,HC GRAFT VASCULAR SYNTHETIC T2,"$4,676.34"
27000566,HC GRAFT VASCULAR SYNTHETIC T1,"$1,045.77"
27000565,HC IMPLANT COCHLEAR INT/EXT COMPONENTS T3,"$7,237.50"
27000564,HC IMPLANT COCHLEAR INT/EXT COMPONENTS T2,"$4,425.00"
27000563,HC OSSICULAR IMPLANT T1,$934.96
27000562,HC BULK AGENT SYNTHETIC 1ML T1,"$1,072.65"
27000561,HC DEXTRANOMER/HYALURONIC ACID 1ML T1,"$3,657.50"
27000560,HC COLLAGEN BULKING AGENT 2.5ML T1,"$1,224.83"
27000559,HC DILATOR TRACHEOESOPHAGEAL PUNCTURE EA T1,I.C.
27000558,HC PROSTH VOICE INDWELLING T1,$712.25
27000557,HC PROSTHESIS BREAST NOS T1,I.C.
27000556,HC PROSTHESIS BREAST CUSTOM T1,I.C.
27000555,HC PROSTH NIPPLE REUSABLE EACH T1,$368.00
27000554,HC PROSTHESIS BREAST SILICONE W/ADHESIVE T1,$950.00
27000553,HC PROSTHESIS BREAST SILICONE W/O ADHESIVE T1,$950.00
27000552,HC PROSTHESIS BREAST FORM T1,$160.00
27000551,HC GARMENT BREAST PROSTH W/FORM T1,$200.00
27000550,HC SLEEVE MASTECTOMY T1,I.C.
27000549,HC BRA MASTECTOMY T1,$160.00
27000548,HC SHOULDER DISARTICULATION CAP ONLY T1,"$1,436.00"
27000547,HC ANKLE SYMES SOCKET W/O SACH FOOT REPLACEMENT T1,I.C.
27000546,HC PREP AK ISCHL OPEN END SOCKET T1,"$2,943.00"
27000545,HC PREP BK PTB PREF OPEN END SOCK T1,"$2,321.00"
27000544,HC DRESSING RIGID NONWEIGHT BEARING BELOW KNEE T1,$442.00
27000543,HC DRESSING RIGID ABOVE KNEE INITIAL T1,"$1,625.00"
27000542,HC DRESSING RIGID BELOW KNEE INITIAL T1,"$1,286.00"
27000541,HC SOCKET PARTIAL FOOT MOLDED ANKLE HEIGHT T1,"$1,309.00"
27000540,HC AFO WALKING BOOT CUSTOM T1,"$1,942.44"
27000539,HC BRACE FOOT DROP PREFAB OTS T1,$107.45
27000538,HC AFO ANKLE/FOOT STATIC PREFAB CUSTOMIZED TO FIT PT T1,$156.63
27000537,HC LINER SPLINT FOOT DROP T1,$91.00
27000536,HC LINER BOOT AFO T1,$45.00
27000535,HC BOOT WALKING PREFAB CUSTOMIZED TO FIT PT T1,$356.72
27000533,HC BOOT PNEUMATIC PREFAB CUSTOMIZED TO FIT PT T1,$203.67
27000532,HC AO ANKLE AIR GEL PREFAB OTS T1,$80.19
27000531,HC REPAIR OF ORTHOTIC DEVICE T1,I.C.
27000530,HC REPAIR ORTHO DEVICE PER 15 MIN T1,$29.00
27000529,HC REPLACE SHELL PRETIBIAL T1,$714.00
27000528,HC REPLACE KAFO-AFO CUFF LEATHER CALF T1,$147.00
27000527,HC REPLACE KAFO CUFF LEATHER PROX THIGH T1,$182.00
27000526,HC REPLACE KAFO-AFO BAND METAL CALF T1,$217.00
27000525,HC REPLACE KAFO BAND METAL PROX THIGH T1,$217.00
27000524,HC REPLACE KAFO PROX/DIST UPRIGHT T1,$574.00
27000523,HC REPLACE LACER THIGH MOLDED T1,$588.00
27000522,HC REPLACE STRAP ANY ORTHOSIS T1,$8.00
27000521,HC REPLACE GIRDLE SPINAL ORTHO T1,"$1,372.00"
27000520,HC UPPER LIMB ORTHOSIS NOS T1,$132.50
27000519,HC WHO RADIUS/ULNAR PREFAB T1,$71.51
27000518,HC WHO HUMERAL PREFAB T1,$244.09
27000517,HC SEWHFO AIRPLANE W/JOINT CUSTOM T1,I.C.
27000516,HC SEWHFO CAP DESIGN W/JOINTS CUSTOM T1,I.C.
27000515,HC SEWHFO AIRPLANE W/O JOINTS CUSTOM T1,I.C.
27000514,HC SEWHFO CAP DESIGN W/O JOINTS CUSTOM T1,I.C.
27000513,HC SEWHO AIRPLANE W/JOINT CUSTOM T1,I.C.
27000512,HC SEWHO CAP DESIGN W/JOINTS CUSTOM T1,I.C.
27000511,HC SEWHO AIRPLANE W/O JOINTS CUSTOM T1,I.C.
27000510,HC SEWHO ABDUCTION ERB'S PALSEY T1,$705.00
27000509,HC SEWHO CAP DESIGN W/O JOINTS CUSTOM T1,I.C.
27000508,HC SEWHO ABD POSITION AIRPLANE T1,"$1,142.00"
27000507,HC FO NONTORSION JOINT CUSTOM T1,$21.00
27000506,HC FO W/O JOINT CUSTOM T1,$66.00
27000505,HC WHFO WRIST BRACE T1,$84.28
27000503,HC FO PIP/DIP W/O JOINT/SPRING PREFAB OTS T1,$66.00
27000502,HC FO FINGER KNUCKLE BENDER PREFAB OTS T1,$67.06
27000501,HC HFO W/O JOINTS PREFAB CUSTOMIZED TO FIT PT T1,$59.85
27000500,HC HFO W/NONTORSION JOINTS CUSTOM T1,$229.00
27000499,HC HO W/O JOINTS CUSTOM T1,$21.00
27000498,HC HFO W/O JOINTS CF,$108.00
27000497,HC HFO GLOVE FLEXION W/FINGER CONTROL PREFAB OTS T1,$70.00
27000496,HC WHO COCK-UP NONMOLDE PRE OTS,$17.43
27000495,HC WHO GAUNTLET MOLDED CUSTOM T1,$143.00
27000494,HC WHO W/NONTORSION JOINTS CUSTOM T1,$459.76
27000493,HC WHFO DYNAMIC FLEXOR HINGE CABLE T1,"$1,400.00"
27000492,HC WHFO DYNAMIC FLEXOR HING WRIST/FINGER T1,"$1,200.00"
27000491,"HC WHFO, RIGID W/O JOINTS",$143.00
27000490,HC WHFO W/O JOINTS PREFAB CUSTOMIZED TO FIT PT T1,$47.92
27000489,HC WHFO W/NONTORSION JOINTS CUSTOME T1,$150.00
27000488,HC EWHFO W/NONTORSION JOINTS CUSTOM T1,$222.00
27000487,HC EWHFO RIGID W/O JOINTS CUSTOM T1,I.C.
27000486,HC EWHO W/NONTORSION JOINT CUSTOM T1,$500.00
27000485,HC EWHO RIGIT W/O JOINTS CUSTOM T1,"$1,200.00"
27000484,HC EO RIGID W/O JOINTS PREFAB OTS T1,$72.03
27000483,HC EO W/ADJ JOINTS PREFABRICATED T1,$395.68
27000482,HC EO DOUBLE UPRIGHT ACTIVE MOTION T1,$234.96
27000481,HC EO DOUBLE UPRIGHT EXTN/FLXN ASSIST T1,$426.00
27000480,HC EO DOUBLE UPRIGHT FREE MOTION T1,$643.00
27000479,HC EO ELASTIC W/METAL JOINTS PREFAB OTS T1,$61.00
27000478,HC EO W/O JOINTS CUSTOM T1,$39.00
27000477,HC SO ABDUCTION VEST CANVAS PREFAB OTS T1,$150.00
27000476,HC SO AIRPLANE W/ OR W/O JOINTS CUSTOM T1,$134.00
27000475,HC SO SHOULDER JOINT DSN W/O JOINT CUSTOM T1,$450.00
27000474,HC SO SHOULDER BRACE PREFAB OTS T1,$171.99
27000473,HC SO FIGURE 8 CANVAS/WEBBING PREFAB OTS T1,$133.84
27000472,HC SO CLAVICLE AND SHOULDER PREFAB OTS T1,$72.00
27000471,HC TRANSFER SHOE DENNIS BROWNE SPLINT T1,$56.00
27000470,HC TRANSFER SOLID STIRRUP NEW T1,$256.00
27000469,HC TRANSFER SOLID STIRRUP EXISTING T1,$200.00
27000468,HC TRANSFER CALIPER PLATE NEW T1,$514.00
27000467,HC TRANSFER CALIPER PLATE EXISTING T1,$420.00
27000466,HC ADDITION SHOE MARCH BAR T1,$74.00
27000465,HC ADDITION SHOE CONVERT INSTEP TO VELCRO CLOSURE T1,$74.00
27000464,HC ADDITION SHOE SPECIAL EXTEN INSTEP T1,$74.00
27000463,HC ADDITION SHOE INSOLE FELT/LEATHER T1,I.C.
27000462,HC ADDITION SHOE INSOLE RUBBER T1,$14.00
27000461,HC ADDITION SHOE INSOLE LEATHER T1,I.C.
27000460,HC HEEL PAD REMOVABLE FOR SPUR T1,$46.00
27000459,HC HEEL PAD AND DEPRESSION SPUR T1,$46.00
27000458,HC HEEL THOMAS EXTENDED TO BALL T1,$284.87
27000457,HC HEEL THOMAS WITH WEDGE T1,$46.00
27000456,HC HEEL NEW RUBBER STANDARD T1,$46.00
27000455,HC HEEL NEW LEATHER STANDARD T1,$46.00
27000454,HC HEEL SACH CUSHION TYPE T1,$74.00
27000453,HC HEEL COUNTER LEATHER REINFORCED T1,$81.00
27000452,HC HEEL COUNTER PLASTIC REINFORCED T1,$91.00
27000451,HC WEDGE SOLE AND HEEL FULL SOLE T1,$91.00
27000450,HC WEDGE METATARSAL BTWN SOLE T1,$91.00
27000449,HC WEDGE METATARSAL BAR ROCKER T1,$74.00
27000448,HC WEDGE OUTFLARE T1,$74.00
27000447,HC WEDGE CLUBFOOT T1,$74.00
27000446,HC WEDGE SOLE BETWEEN SOLE T1,$74.00
27000445,HC WEDGE SOLE OUTSIDE SOLE T1,$74.00
27000444,HC WEDGE HEEL T1,$57.54
27000443,HC HEEL WEDGE SACH T1,$74.00
27000442,HC LIFT HEEL PER INCH T1,$74.00
27000441,HC HEEL LIFT UP TO 1/2 INCH T1,$74.00
27000440,HC LIFT HEEL NEOPRENE PER INCH T1,$74.00
27000439,HC LIFT HEEL TAPERED PER INCH T1,$74.00
27000438,HC FOOT HEEL STABILIZER PREFAB EACH OTS T1,$20.00
27000437,HC FOOT BAR ABDUCT ROTAT W/O SHOE T1,$81.00
27000436,HC FOOT BAR ABDUCT ROTATN W/SHOE T1,$252.00
27000435,HC SUPPORT ARCH LONG/METAT EACH T1,$68.29
27000434,HC SUPPORT ARCH LONGITUDINAL REM T1,$132.13
27000433,HC INSERT FOOT FORMED EACH T1,$81.00
27000432,HC INSERT FOOT SUPPORT ARCH LONG EACH T1,$67.00
27000431,HC INSERT FOOT PLASTAZOTE T1,$147.00
27000430,HC INSERT FOOT UCB EACH T1,$254.00
27000429,HC ADDITION LE NOS T1,"$1,625.00"
27000428,HC ADDITION LE SOCK FEMORAL LENGTH EA T1,$80.00
27000427,HC ADDITION LE SOFT INTERFACE ABOVE KNEE T1,$116.00
27000426,HC ADDITION LE SOFT INTERFACE BELOW KNEE T1,$126.00
27000425,HC ADDITION LE CONDYLAR PAD T1,$93.00
27000424,HC ADDITION LE KNEECAP/MED/LAT PULL T1,$128.00
27000423,HC ADDITION LE KNEECAP T1,$102.00
27000422,HC ADDITION LE DROP LOCK RETAINER EA T1,$31.00
27000421,HC ADDITION LE NONCORROSIVE FINISH T1,$81.00
27000420,HC ADDITION LE LAMINATION/PREPREG CARBON GRAPHITE PER SEG T1,$137.00
27000419,HC ADDITIONL LE THORACIC BAND T1,$364.00
27000418,HC ADDITIONL LE PELVIC CONTROL BAND/BELT BILATERAL T1,$532.00
27000417,HC ADDITIONL LE PELVIC CONTROL BAND/BELT UNILATERAL T1,$350.00
27000416,HC ADDITION LE PLASTIC MOLD REC HIP JOINT T1,"$2,051.00"
27000415,HC ADDITION LE ADJ FLEX/EXT/AB CONTROL EA T1,$333.00
27000414,HC ADDITION LE ADJUSTABLE FLEXION T1,$367.00
27000413,HC ADDITION LE PELVIC HVY DUTY EA T1,$357.00
27000412,HC ADDITION LE PELVIC/HIP LOCK EA T1,$218.00
27000411,HC ADDITION LE PELVIC/HIP FREE EA T1,$184.00
27000410,HC ADDITION LE PELVIC SLING T1,$476.00
27000409,HC ADDITION LE EXT CLEVIS 2 POSITION JNT EA T1,$427.00
27000408,HC ADDITION LE LACER MOLDED T1,$506.00
27000407,HC ADDITION LE LACER NON MOLDED T1,$294.00
27000406,HC ADDITION LE NARROW ML BRIM CUSTOM T1,$793.00
27000405,HC ADDITION LE NARROW M-L BRIM MOLDED T1,"$1,459.00"
27000404,HC ADDITION LE QUAD LAT BRIM CUSTOM T1,$535.00
27000403,HC ADDITION LE QUAD LAT BRIM MOLDED T1,$726.00
27000402,HC ADDITION KNEE JT LIFT LOOP T1,$106.00
27000401,HC ADDITION KNEE JNT RACHET LOCK EA T1,$134.00
27000400,HC ADDITION KNEE JNT DISC/DIAL LOCK EA T1,$134.00
27000399,HC ADDITION KNEE LOCK INTEGRATED REL MECH EA T1,$114.00
27000398,HC ADDITION KNEE JNT DROP LOCK EA T1,$152.60
27000397,HC ADDITION LE SUSPENSION SLEEVE T1,$111.00
27000396,HC ADDITION LE KNEE JOINT HVY DTY EA T1,$187.00
27000395,HC ADDITION LE KNEE JOINT EA T1,$131.00
27000394,HC ADDITION LE STRAIGHT KNEE JOINT HVY DTY T1,$153.00
27000393,HC ADDITION LE ANKLE JOINT/HALF STIRRUP T1,$109.00
27000392,HC ADDITION LE PATTEN BOTTOM T1,$312.00
27000391,HC ADDITION LE EXTENDED STEEL SHANK T1,$52.00
27000390,HC ADDITION LE PROS SOCKET MOLDED T1,$800.00
27000389,HC ADDITION LE PRETIBIAL SHELL MOLDED T1,$448.00
27000388,HC ADDITION LE ANTERIOR SWING BAND T1,$315.00
27000387,HC ADDITION LE MOLDED LACER T1,$419.33
27000386,HC ADDITION LE MOLDED INNER BOOT T1,$553.00
27000385,HC ADDITION LE VARUS/VALGUS CORRECTION T1,$132.00
27000384,HC ADDITION LE VARUS/VALGUS STRAP/MALL PAD T1,$63.00
27000383,HC ADDITION LE LONG TONGUE STIRRUP T1,$290.00
27000382,HC ADDITION LE REINFORCED SOLID STIRRUP T1,$180.00
27000381,HC ADDITION LE FOOT PLATE STIRRUP ATTACHMENT T1,$356.00
27000380,HC ADDITION LE ROUND CALIPER ATTACH T1,$92.00
27000379,HC ADDITION LE FLAT CALIPER ATTACHMENT T1,$69.00
27000378,HC ADDITION LE DORSIFLEX EA T1,$70.00
27000377,HC ADDITION LE DORSIFLEX ASSIST EA JOINT T1,$61.00
27000376,HC ADDITION LE LTD ANKLE MOTION EA JOINT T1,$48.00
27000375,HC ADDITIONL LE FX PELVIC BELT T1,$325.00
27000374,HC ADDITION LE FX WAIST BELT T1,$193.00
27000373,HC ADDITIONL LE QUADRILATERAL BRIM T1,$511.00
27000372,HC ADDITION LE FX LERMAN T1,$156.00
27000371,HC ADDITION LE FX LIMITED MOTION JOINT T1,$210.00
27000370,HC ADDITION LE JOINT KNEE DROP LOCK T1,$110.00
27000369,HC ADDITION LE PLASTIC INSERT T1,$154.00
27000368,HC KAFO CAST FEMORAL FX RIGID PREFAB T1,"$1,193.00"
27000367,HC KAFO CAST FEMORAL FX SEMI-RIGID PREFAB T1,"$1,067.00"
27000366,HC KAFO CAST FEMORAL CUSTOM T1,"$2,052.00"
27000365,HC KAFO CAST FEMORAL THERMOPLAST CUSTOM T1,"$3,609.00"
27000364,HC AFO FX TIBIAL RIGID PREFAB T1,$812.00
27000363,HC AFO FX TIBIAL BRACE PREFAB T1,$613.00
27000362,HC AFO FX TIBIAL SOFT PREFAB T1,$507.00
27000361,HC AFO FX TIBIAL CAST CUSTOM T1,"$1,381.00"
27000360,HC HKAFO UNILATERAL CABLE HIP JOINT CUSTOM T1,$749.00
27000359,HC HKAFO BILATERAL CABLE HIP JOINT CUSTOM T1,$638.00
27000358,HC KAFO PLASTIC MULTI AXIS ANKLE CUSTOM T1,"$1,913.00"
27000357,HC KAFO PLASTIC SINGLE UPRIGHT FOOT/KNEE CUSTOM T1,"$1,993.00"
27000356,HC KAFO PLASTIC DOUBLE UPRIGHT FOOT/KNEE CUSTOM T1,"$2,483.00"
27000355,HC KAFO STATIC PLASTIC PED PREFAB T1,$137.00
27000354,HC KAFO PLASTIC SINGLE UPRIGHT W/O FOOT/ANKLE CUSTOM T1,"$2,571.00"
27000353,HC KAFO DOUBLE UPRIGHT FREE KNEE/ANKLE CUSTOM T1,"$2,246.00"
27000352,HC KAFO SINGL UPRIGHT SOLID STIRRUP CUSTOM T1,"$1,050.00"
27000351,HC KAFO SINGLE/DOUBLE UPRIGHT ANY ACT CUSTOM T1,"$3,621.00"
27000350,HC KAFO SINGLE UPRIGHT FREE ANKLE/KNEE CUSTOM T1,"$1,033.00"
27000349,HC AFO DOUBLE UPRIGHT SOLID STIRRUP CUSTOM T1,$567.00
27000348,HC AFO ANKLE JOINT PREFAB T1,$496.00
27000347,HC AFO PLASTIC W/ANKLE JOINT CUSTOM T1,$951.00
27000346,HC AFO SPLINT SOLID PLASTIC T1,$741.00
27000345,HC AFO MOLDED SPIRAL CUSTOM T1,$958.00
27000344,HC AFO MOLDED PLASTIC CUSTOM T1,"$1,239.00"
27000343,HC AFO PLASTIC CUSTOM T1,$662.00
27000342,HC AFO ANTERIOR TIB TCF PREFAB T1,"$1,024.00"
27000341,HC AFO ANKLE BRACE PREFABRICATED T1,$120.82
27000340,HC AO SUPRAMALLEOLAR PREFAB T1,$442.75
27000339,HC AFO ANKLE BRACE ARTICULATING PREFAB OTS T1,$105.00
27000338,HC AFO ANKLE GAUNTLET PREFAB OTS T1,$503.23
27000337,HC KO SOCKET SK PROS MOD CUSTOM T1,"$1,018.00"
27000336,HC KO DOUBLE UPRIGHT ADJ AIR CHAMBER PREFAB CUSTOMIZED TO FIT PT T1,"$15,509.00"
27000335,HC KO DOUBLE UPRIGHT ADJ JOINT CUSTOM T1,"$1,193.99"
27000334,HC KO KNEE SUPPORT HINGED PREFAB CUSTOMIZED TO FIT PT T1,$402.50
27000333,HC KO SINGLE UPRIGHT CUSTOM T1,"$1,713.95"
27000332,HC KO SINGLE UPRIGHT PREFAB CUSTOMIZED TO FIT PT T1,$959.00
27000331,HC KO DEROTATION MEDIAL/LAT ACL CUSTOM T1,$978.00
27000330,HC KO W/O KNEE JOINT RIGID CUSTOM T1,$242.97
27000329,HC KO ADJ KNEE JOINTS RIGID PREFAB CUSTOMIZED TO FIT PT T1,$351.40
27000328,HC KO IMMOBIL KNEE PREFAB OTS T1,$49.81
27000327,HC KO ELASTIC W/STAYS PREFAB T1,$130.17
27000326,HC KO ELASTIC W/JOINT PREFAB CUSTOMIZED TO FIT PT T1,$198.07
27000325,HC HO LEGG PERTHES SCOTTISH RITE T1,"$1,421.98"
27000324,HC HO COMB BIL/HIP/L-S/FEM PREFAB T1,"$1,812.00"
27000323,HC HO ABD POST-OP PREFAB T1,$518.00
27000322,HC HO ABD POST-OP CUSTOM T1,"$1,694.00"
27000321,HC HO ABD STATIC PLASTIC PREFAB T1,$212.00
27000320,HC HO ABD STATIC ADJ W/BAR/CUFF PREFAB T1,$275.00
27000319,HC HO ABD STATIC W/BAR/CUFF CUSTOM T1,$618.00
27000318,HC HO ABD PAVLIK HARNESS PREFAB CUSTOMIZED TO FIT PT T1,$203.88
27000317,HC HO ABD CONTROL FLEX PREFAB CUSTOMIZED TO FIT PT T1,$559.41
27000316,HC ORTHOSIS SPINAL NOS T1,$142.03
27000315,HC ORTH SCOLIOSIS BODY JACKET POST-OP T1,"$1,919.00"
27000314,HC ORTH SCOLIOSIS BODY JACKET MOLDED T1,"$1,595.00"
27000313,HC ADDITION TLSO LAT TROCHANTERIC PAD T1,$84.00
27000312,HC ADDITION TLSO RIB GUSSET ELASTIC EA T1,$80.00
27000311,HC ADDITION TLSO ABDOMINAL PAD T1,$84.00
27000310,HC ADDITION TLSO ANT THORACIC PAD T1,$84.00
27000309,HC ADDITION TLSO ANTERIOR ASIS PAD T1,$84.00
27000308,HC ADDITION TLSO LUMBAR DEROTATN PAD T1,$84.00
27000307,HC ADDITION TLSO MILWAUKEE TYPE T1,$574.00
27000306,HC ADDITION TLSO ANT THORACIC EXTENS T1,$273.00
27000305,HC ADDITION TLSO LAT THORACIC EXTENS T1,$329.00
27000304,HC TLSO LOW PROFILE INITIAL T1,"$1,865.50"
27000303,HC ADDITION CTLSO THORACIC PAD T1,$126.00
27000302,HC ADDITION CTLSO LUMBAR RIB PAD T1,$109.00
27000301,HC ADDITION CTLSO LUMBAR BOLSTER PAD T1,$91.00
27000300,HC ADDITION CTLSO KYPHOSIS PAD T1,"$4,481.75"
27000299,HC ADDITION CTLSO AXILLA SLING T1,$126.00
27000298,HC CTLSO SCOLIOSIS INITIAL T1,"$2,570.00"
27000297,HC SOCK BODY PROTECTIVE EACH PREFAB OTS T1,$16.00
27000296,HC HALO CERVICAL W/JACKET VEST T1,I.C.
27000295,HC CTLSO A/P/L CNTRL W/INT MAT T1,"$1,824.97"
27000294,HC LSO RIGID SHELL/PANEL CUSTOM T1,"$1,200.85"
27000293,HC LSO RIGID SHELL/PANEL PREFAB CUSTOMIZED TO FIT PT T1,"$1,050.00"
27000292,HC LSO RIGID A/P FRAME/PANEL CUSTOM T1,"$1,299.97"
27000291,HC LSO RIGID A/P FRAME/PANEL PREFAB CUSTOMIZED TO FIT PT  T1,$700.00
27000290,HC LSO FLEX RIGID POST FRAME CUSTOM T1,I.C.
27000289,HC LSO FLEX RIGID POST FRAME PREFAB T1,$931.00
27000288,HC LSO RIGID POST FRAME/PANEL CUSTOM T1,I.C.
27000287,HC LSO RIGID POST FRAME/PANEL PREFAB CUSTOMIZED TO FIT PT T1,$844.00
27000286,HC LSO RIGID A/P PANEL CUSTOM T1,I.C.
27000285,HC LSO RIGID A/P PANEL PREFAB CUSTOMIZED TO FIT PT T1,$864.92
27000284,HC LSO RIGID / SEMI-RIGID PREFAB CUSTOMIZED TO FIT PT T1,$206.99
27000283,HC LSO FLEX LUM-SAC SUPP CUSTOM T1,$54.00
27000282,HC LSO FLEX LUM-SAC SUPP PREFAB OTS T1,$200.55
27000281,HC LO RIGID A/P PANEL PREFAB CUSTOMIZED TO FIT PT T1,$244.83
27000280,HC LO SAG RIGID POST PANEL PREFAB CUSTOMIZED TO FIT PT T1,$244.83
27000279,HC LSO BELT LUMBOSACRAL OTS T1,$159.92
27000278,HC SIO OEL-SAC SUPP W/PANELS CUSTOM T1,I.C.
27000277,HC SIO PELVIC-SAC SUPPORT CUSTOM T1,I.C.
27000276,HC SIO PELVIC-SAC SUPPORT PREFAB OTS T1,$160.76
27000275,HC TLSO SAG-CRNL RIGID SHELL 3PC T1,$686.00
27000274,HC TLSO SAG-CRNL RIGID SHELL 2PC T1,"$1,512.00"
27000273,HC TLSO TRIPLANAR CONTROL 1PC RIGID SHELL W/LINER T1,"$1,152.90"
27000272,HC TLSO TRIPLANAR CONTROL 2PC RIGID PLASTIC W/LINER CUSTOM T1,"$2,376.85"
27000271,HC TLSO TRIPLANAR CONTROL 2PC RIGID PLASTIC W/O LINER CUSTOM T1,"$1,976.28"
27000270,HC TLSO TRIPLANAR CONTROL 1PC RIGID PLASTIC W/LINER CUSTOM T1,"$1,744.75"
27000269,HC TLSO TRIPLANAR CONTROL RIGID A/P FRAME HYPEREXTENSION T1,"$1,160.36"
27000268,HC TLSO TRIPLANAR CONTROL MOD SPINAL SYS 4PC RIGID SHELL T1,"$1,370.00"
27000267,HC TLSO 3PLAN CONTRL MOD SPINAL SYS 2PC RIG SHELL PREFAB TO FIT PT  T1,$796.25
27000266,HC TLSO FLEXIBLE THORACIC CUSTOM T1,I.C.
27000265,HC TLSO FLEXIBLE THORACIC PREFAB OTS T1,$181.30
27000264,HC COLLAR CERVICAL MULTI POST W/OCCIPIT/MANDIB SUPPORT ADJ CERV BAR T1,"$1,019.55"
27000263,HC COLLAR CERVICAL MULTI POST W/OCCIPITAL MANDIBULAR SUPPORTS ADJ T1,$175.00
27000262,HC COLLAR CERV SEMI RIGID THERMOPLAS 2 PC W/THORACIC EXT PREFAB OTS T1,$367.00
27000261,HC COLLAR CERVICAL SEMI-RIGID THERMOPLASTIC FOAM 2 PC PREFAB OTS T1,$139.51
27000260,HC COLLAR CERVICAL MOLDED TO PATIENT MODEL T1,$214.90
27000259,HC COLLAR CERV SEMI-RIGID ADJUSTABLE MOLDED CHIN CUP W/MANDIB/OCCP T1,$90.13
